ID,Address,Latitude,Longitude,Points for Mapping,Status,Applicant Submit Date,Issue Date,Business Name,DBA,Permit Type,Permit for Existing Business,Serving/Catering,HACCP Plan,Allergen Awareness Certification Expiration,Anti-Choking Expiration,Food Protection Expiration,Frozen Mix Pasteurized,Frozen Mix Purchased,Frozen Mix Purchased At,Manufacturing Ice Cream,Serving Tobacco,Serving Soft Serve,Serving Milk,Bacteria Testing Lab,Retail Area Size,Number of Seats,Recycling Contractor,Recycling (Containers),Recycling (Cardboard),Recycling (Food Scraps),Recycling (Oil),Recycling (Other),Recycling (Paper),Rubbish Removal Company,Pick Up,Saturday Pick Up,Dumpster Responsibility,Dumpster License Application,Dumpster Count,Grease Removal Company,Extermination Company,Sunday Hours,Monday Hours,Tuesday Hours,Wednesday Hours,Thursday Hours,Friday Hours,Saturday Hours
17164,"414 Cambridge St,  Cambridge, MA 02141",42.3713,-71.083,POINT (-71.083016 42.37134),Complete,8/16/19,8/19/19,The Brothers Market,Brothers Market,Retail,,,No,7/9/18,8/15/19,7/9/18,,,,,TRUE,,TRUE,,0,,Cambridge Recycling,Yes,Yes,No,No,N/A,Yes,Cassella,,,Yes,No,,N/A,N/A,7:00am-8:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-9:00pm,7:00am-8:00pm
29612,"1 One Kendall Square Complex,  Cambridge, MA 02142",42.3674,-71.0896,POINT (-71.08964 42.367395),Complete,12/18/18,12/20/18,Flat Top Johnny's Inc,Flat Top Johnny's,Alcohol,Yes,,No,6/22/22,11/30/20,6/22/22,,,,,,,TRUE,,,85,Land Lord Supplies,Yes,Yes,Yes,Yes,No,Yes,N/A,,,Yes,No,,Baker Commodities,Roach Busters,Noon to 1am,Noon to 1am,Noon to 1am,Noon to 1am,Noon to 1am,Noon to 1am,Noon to 1am
44472,"114 Magazine St,  Cambridge, MA 02139",42.3599,-71.1101,POINT (-71.110062 42.359939),Complete,4/11/19,4/27/19,Sun N  Sun Inc,Surya Indian Kitchen N Catering,Non Alcohol,Yes,TRUE,No,11/27/22,5/13/23,6/14/21,,,,,,,TRUE,,,18,waste management,Yes,Yes,Yes,Yes,waste management,Yes,waste management,,,No,No,,baker commodities,A 1 pest control,10-Oct,10-Oct,10-Oct,10-Oct,10-Oct,10-Oct,10-Oct
25951,"3 Brattle St,  Cambridge, MA 02138",42.3735,-71.1196,POINT (-71.119605 42.373534),Complete,6/19/19,7/12/19,IMA Pizza Store 22 LLC,& Pizza,Non Alcohol,,,No,10/29/23,11/30/20,11/13/23,,,,,,,FALSE,,,40,Save that Stuff,No,Yes,No,No,no,No,Save that Stuff,,TRUE,No,Yes,2,Elge Plumbing and Heating,Orkin,11AM-Midnight,11AM-Midnight,11AM-Midnight,11AM-Midnight,11AM-Midnight,11AM-2AM,11AM-2AM
19455,"581 Massachusetts Ave,  Cambridge, MA 02139",42.365,-71.1027,POINT (-71.102735 42.365015),Complete,5/28/19,6/11/19,Go Go Curry,Go Go Curry,Non Alcohol,,,No,2/26/23,3/26/23,1/30/20,,,,,,,FALSE,,,10,Hmart,No,Yes,No,Yes,,No,Hmart,,,Yes,No,,Hmart,Hmart,11:00 am- 10:00 pm,11:00 am- 10:00 pm,11:00 am- 10:00 pm,11:00 am- 10:00 pm,11:00 am- 10:00 pm,11:00 am- 10:00 pm,11:00 am- 10:00 pm
26535,"777 Memorial Dr,  Cambridge, MA 02139",42.3588,-71.115,POINT (-71.114978 42.35876),Complete,11/13/18,11/14/18,shogun japanese steakhouse inc,bisuteki japanese steakhouse,Alcohol,Yes,FALSE,No,10/21/20,11/13/18,9/8/19,,,,FALSE,FALSE,FALSE,TRUE,,,98,enviro tek usa inc,No,No,No,Yes,baber commodities inc,No,aaa professional,,,Yes,No,,enviro tek usa inc,ecolab pest elimination service,11.30am to 11.00pm,11.30am to 11.00pm,11.30am to 11.00pm,11.30am to 11.00pm,11.30am to 11.00pm,11.30am to 11.30pm,11.30am to 11.00pm
29692,"1105 Massachusetts Ave,  Cambridge, MA 02138",42.3709,-71.1137,POINT (-71.113669 42.370851),Complete,9/11/19,11/19/19,"Tomiko, Inc.",Cafe Sushi,Alcohol,,,Yes,12/9/18,10/21/20,1/23/24,Yes,Yes,"Christina's (Inman Square), Mochi Doki",TRUE,,,,G & I labs,,68,City of Cambridge small business recycling pilot program,Yes,Yes,No,No,none,Yes,building owner,,,Yes,No,,building owner,Pestex,5:30pm-1:00am,"12:00pm-2:30pm, 5:30pm-1:00am","12:00pm-2:30pm, 5:30pm-1:00am","12:00pm-2:30pm, 5:30pm-1:00am","12:00pm-2:30pm, 5:30pm-1:00am","12:00pm-2:30pm, 5:30pm-1:00am","12:00pm-2:30pm, 5:30pm-1:00am"
60825,"50 Binney St,  Cambridge, MA 02142",42.365,-71.0787,POINT (-71.078748 42.365037),Complete,11/19/19,11/22/19,50 Binney Street LLC,Lily P's Fried Chicken and Oysters,Alcohol,No,TRUE,Yes,6/4/24,1/3/21,2/27/20,,,,,,,,,,209,Harvey,Yes,Yes,No,Yes,none,Yes,Harvey,,,Yes,No,,A&K Waste,Waltham Services,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-12AM,11AM-12AM
27514,"45 Quincy St,  Cambridge, MA 02138",42.3758,-71.1148,POINT (-71.114845 42.375759),Complete,12/11/19,12/11/19,Cambridge Queen's Head,Cambridge Queen's Head,Alcohol,,,No,9/14/23,9/20/20,9/23/23,,,,,,,TRUE,,,100,Allied,Yes,Yes,Yes,Yes,,Yes,Allied,,,Yes,No,,Baker Commodities,Best Pest,CLOSED,9:30am-2:30pm,9:30am-2:30pm,9:30am-Midnight,9:30am-Midnight,9:30am-Midnight,8pm-Midnight
46078,"3 Arrow St,  Cambridge, MA 02138",42.3712,-71.1146,POINT (-71.1146 42.371178),Complete,5/3/19,5/20/19,"Postdoc Ventures, LLC",BerryLine,Non Alcohol,Yes,,No,5/2/23,5/3/19,5/22/23,Yes,Yes,PreGel America,,,TRUE,TRUE,Morrell Associates,,14,Save That Stuff,Yes,Yes,No,No,?,Yes,Save That Stuff,,,Yes,No,,Drain Doctor (Grease Trap),Best Pest Control,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
59283,"675 West Kendall St,  Cambridge, MA 02142",42.3646,-71.0819,POINT (-71.081932 42.364636),Complete,10/28/19,11/4/19,Squeaky Beaker Cafe,Squeaky Beaker Cafe,Non Alcohol,Yes,FALSE,No,9/15/21,9/15/21,9/15/21,,,,FALSE,FALSE,FALSE,FALSE,,,16,WM Management,No,No,No,No,0,No,0,,,Yes,No,,0,0,Closed,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,Closed
43944,"11 Garden St,  Cambridge, MA 02138",42.3767,-71.1227,POINT (-71.122681 42.376733),Complete,4/4/19,4/30/19,First Church Cambridge Congregational UCC,First Church Shelter,Non Alcohol,Yes,,No,4/1/22,4/1/22,4/1/22,,,,,,,TRUE,,,18,Municipal,Yes,Yes,Yes,Yes,None,Yes,Republic,,,Yes,No,,Johns Sewer,EHS Exterminators,6PM to 7AM,6PM to 7AM,6PM to 7AM,6PM to 7AM,6PM to 7AM,6PM to 8AM,6PM to 8AM
49070,"11 Belmont St,  Cambridge, MA 02138",42.3749,-71.1507,POINT (-71.150682 42.374903),Complete,6/12/19,6/27/19,cambridge lucky INC,Noodlestix ,Non Alcohol,Yes,,No,9/5/20,6/12/19,9/20/20,,,,,,FALSE,,,,8,waste mangement ,Yes,Yes,No,Yes,no,Yes,waste mangment ,,,No,No,,energy biodiesel corporation,pest prevent ,11am-11pm,11am-11pm,11am-11pm,11am-11pm,11am-11pm,11am-12am,11am-12am
16596,"468 Broadway,  Cambridge, MA 02138",42.374,-71.1131,POINT (-71.113066 42.373951),Complete,6/19/18,7/5/18,Starbucks Corporation,Starbucks Coffee #810,Non Alcohol,Yes,,No,,,,,,,,,,TRUE,,1148,20,,Yes,Yes,No,No,,Yes,JRM Hauling,,,Yes,No,,Wind River,Copesan,6am-9pm,530am-9pm,5am - 9pm,5am - 9pm,5am - 9pm,5am - 9pm,6am-8:30pm
43877,"163 Gore St,  Cambridge, MA 02141",42.3729,-71.0852,POINT (-71.085204 42.372914),Complete,6/3/20,6/3/20,Elder Service Plan of the CHA,Elder Service Plan,Non Alcohol,,,No,4/21/24,12/27/20,7/30/23,,,,,,,TRUE,,,0,CHA,Yes,Yes,No,No,None,Yes,CHA,,,Yes,No,,CHA,CHA,closed,8:00-4:30,8:00-4:30,8:00-4:30,8:00-4:30,8:00-4:30,closed
64837,"1160 Massachusetts Ave,  Cambridge, MA 02138",42.3713,-71.1146,POINT (-71.11462 42.371309),Complete,1/21/20,1/22/20,Kung Fu Tea,Kung Fu Tea,Non Alcohol,No,,No,8/24/22,7/27/22,7/27/22,,,,,,,,,780,16,Republic Service,No,Yes,No,No,None,No,Republic Service,,,Yes,No,,No grease,Yankee Pest,11-Nov,11-Nov,11-Nov,11-Nov,11-Nov,11-Nov,11-Nov
47674,"100 Cambridgeside Pl,  Cambridge, MA 02141",42.3691,-71.0771,POINT (-71.077148 42.369146),Complete,5/15/19,5/23/19,Dongs garden LLC,Chicken now ,Non Alcohol,Yes,,No,1/26/21,1/3/21,1/18/21,,,,,,,TRUE,,,0,Mall management ,No,Yes,Yes,Yes,No,Yes,Owner ,,,Yes,No,,Owner ,Owner ,11:00am-7:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm,10:00am-9:00pm
25936,"58 Jfk St,  Cambridge, MA 02138",42.3718,-71.1206,POINT (-71.120627 42.371782),Complete,11/7/18,11/8/18,Kirie Inc,Shays Pub and Wine Bar,Alcohol,Yes,,No,11/17/18,12/31/19,11/18/20,,,,,,,TRUE,,,72,none,No,No,No,No,No,No,Republic Services,,,No,No,,Dr. Doctor,Bain Pest Control,12PM - 1AM,11AM-1AM,11AM-1AM,11AM-1AM,11AM-1AM,11AM-1AM,11AM-1AM
23302,"297 Massachusetts Ave,  Cambridge, MA 02139",42.3623,-71.0981,POINT (-71.098106 42.362348),Complete,11/11/19,11/18/19,HSA Food Park LLC,Naco Taco ,Alcohol,,TRUE,No,1/11/22,1/3/21,7/29/20,,,,,,,,,,172,"Republic, Lifecycle ",Yes,Yes,No,Yes,n/a,Yes,Republic Services,,,Yes,No,,Lifecycle Renewables,Waltham Services,11AM-11PM,11AM-11PM,11AM-11PM,11AM-11PM,11AM-12AM,11AM-12AM,11AM-12AM
16933,"301 Third St, Unit 301, Cambridge, MA 02142",42.3642,-71.0834,POINT (-71.083446 42.3642),Complete,5/10/19,5/13/19,Bgood LLC,Bgood,Non Alcohol,,,No,8/9/21,5/8/21,10/26/21,,,,,,,TRUE,,,42,n/a,No,No,No,No,n/a,No,Republic Services,,,No,No,1,Wind River,Ecolab,10:30 am - 8:00 pm,7:00am -9:00pm,7:00am -9:00pm,7:00am -9:00pm,7:00am -9:00pm,7:00am -9:00pm,10:30 am - 9:00 pm
22778,"14 Jfk St,  Cambridge, MA 02138",42.3732,-71.1195,POINT (-71.119517 42.373173),Complete,9/14/19,9/19/19,"Third Street Associates, Inc.",Russell House Tavern,Alcohol,,,No,11/28/22,10/8/21,7/28/20,,,,,,,TRUE,,,211,Republic Waste,Yes,Yes,No,Yes,N/A,Yes,Republic Waste,,TRUE,No,Yes,2,A&K Waste,F&W Pest Control,10am to 1am,11am to 1am,11am to 1am,11am to 1am,11am to 2am,11am to 2am,10am to 2am
16997,"1418 Cambridge St,  Cambridge, MA 02139",42.3736,-71.1018,POINT (-71.101771 42.373635),Complete,5/3/19,8/19/19,Little Folks Fellowship Nursery school,Little Folks fellowship Nursery school,Non Alcohol,,,No,6/29/19,6/29/19,6/29/19,,,,,,,,,,20,City of Cambridge,No,No,No,No,na,No,na,,,No,No,,na,na,closed,830 to 200,closed,830 to 200,closed,830 to 200,closed
45535,"300 Athenaeum St,  Cambridge, MA 02142",42.3644,-71.0815,POINT (-71.081484 42.364351),Complete,4/25/19,4/26/19,CommonWealth Kitchen,CommonWealth Kitchen,Non Alcohol,Yes,TRUE,No,1/26/22,4/25/19,5/8/19,,,,,,,,,200,0,Save That Stuff,Yes,Yes,Yes,Yes,na,Yes,,,,Yes,No,,A & K Waste,Brauman Pest,closed,2-Oct,2-Oct,2-Oct,2-Oct,2-Oct,closed
24439,"795 Main St,  Cambridge, MA 02139",42.3633,-71.0971,POINT (-71.097131 42.363346),Complete,10/28/19,11/26/19,Cuchi Cuchi,Cuchi Cuchi,Alcohol,,,No,10/5/23,11/22/21,10/4/21,,,,,,,TRUE,,,80,Amenico,No,Yes,No,Yes,n/a,Yes,Casella,,,No,No,,Royal Filter,General Environmental Services ,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM,5:00 PM - 1:00 AM
18628,"105 Spring St,  Cambridge, MA 02141",42.3694,-71.0831,POINT (-71.08305 42.369402),Complete,8/8/18,1/14/19,"East End House, Inc.","East End House, Inc.",Non Alcohol,Yes,,No,8/16/19,8/16/19,8/9/21,,,,,,,TRUE,,,,City of Cambridge,Yes,Yes,Yes,No,n/a,Yes,City of Cambridge and Casella,,,No,No,,n/a,Dennis The Menance,Closed,7:30 a.m.-5:30 p.m.,7:30 a.m.-5:30 p.m.,7:30 a.m.-5:30 p.m.,7:30 a.m.-5:30 p.m.,7:30 a.m.-5:30 p.m.,Closed
27061,"280 Green St,  Cambridge, MA 02139",42.3646,-71.1041,POINT (-71.104088 42.364637),Complete,11/18/19,12/16/19,Corazon LLC,Green Street,Alcohol,,,No,12/27/23,11/18/20,11/19/18,,,,,,,TRUE,,,160,American By Products,No,No,No,Yes,none,No,Allied Waste Management,,,No,No,,American By Products,Eco Lab,10am-2am,10am-2am,10am-2am,10am-2am,10am-2am,10am-2am,10am-2am
63559,"20 Acorn Park Dr,  Cambridge, MA 02140",42.3982,-71.1474,POINT (-71.147359 42.398249),Complete,1/3/20,1/14/20,LPM Holdings,The Bistro,Retail,No,TRUE,No,11/28/22,8/10/22,11/20/22,,,,,,,TRUE,,4500,,Janitronics,No,Yes,No,No,N/A,No,Janitronics,,,Yes,No,,N/A no fryer on site,Waltham Services ,closed,6am-5pm,6am-5pm,6am-5pm,6am-5pm,6am-5pm,Closed
45389,"87 Pearl St,  Cambridge, MA 02139",42.3627,-71.1049,POINT (-71.10491 42.36268),Complete,4/20/19,4/29/19,pearl street market,pearl street market,Retail,Yes,,No,6/30/18,6/30/18,6/30/18,Yes,Yes,hagndas and benjery icrean company,FALSE,TRUE,,TRUE,,500,,CAMBRDGE CITY,No,Yes,No,No,NO,Yes,NO,,,No,No,,NO,NO,7;am---10pm,7am--10 pm,7am---10pm,7am---10 pm,7am---10 pm,7 am__10 pm,7 am___10 pm
51403,"129 Franklin St,  Cambridge, MA 02139",42.3627,-71.1014,POINT (-71.101373 42.362714),Complete,7/12/19,7/29/19,Bright Horizons,Bright Horizons at University Park,Non Alcohol,Yes,,No,7/12/24,4/24/21,5/10/21,,,,,,,TRUE,,,0,,No,No,No,No,,No,Unknown,,,Yes,No,,No Grease Production,Copesan,Closed,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,Closed
18657,"1 Brattle Sq,  Cambridge, MA 02138",42.3731,-71.1213,POINT (-71.121296 42.373145),Complete,6/5/19,6/6/19,GENERAL NUTRITION CORP,GNC 7123,Retail,,,No,8/8/19,8/8/19,8/8/19,,,,,,,,,1382,,ELITES,No,Yes,No,No,NONE,Yes,ELITES,,,Yes,No,,,COPESAN,11:00 AM - 5:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM
16560,"158 Spring St,  Cambridge, MA 02141",42.3696,-71.0866,POINT (-71.08664 42.369566),Complete,6/19/18,6/20/18,Kennedy Longfellow School,Kennedy Longfellow School ,Non Alcohol,Yes,TRUE,No,7/24/18,7/24/18,7/24/18,,,,,,,TRUE,,,150,City,Yes,Yes,Yes,,,Yes,City,,,Yes,No,,n/a,Bain Pest Control,0,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,6:30 AM - 1:30 PM,0
46870,"808 Memorial Dr,  Cambridge, MA 02139",42.3607,-71.1152,POINT (-71.115171 42.360702),Complete,5/14/19,6/3/19,"Memorial Drive Partners, LLC",Dunkin' Donuts,Non Alcohol,Yes,,No,1/24/24,7/19/19,1/14/24,,,,,,,TRUE,,1900,20,N/A,No,No,No,No,N/A,No,Casella,,,No,Yes,1,Wind River,Buono Pest,4:30AM to 11PM,4:30AM to 11PM,4:30AM to 11PM,4:30AM to 11PM,4:30AM to 11PM,4:30AM to 11PM,4:30AM to 11PM
16789,"8 Tremont St,  Cambridge, MA 02139",42.3694,-71.0994,POINT (-71.099432 42.369368),Complete,6/26/18,10/12/18,"Alef Bet Child Care, Inc","Alef Bet Child Care, Inc",Non Alcohol,Yes,FALSE,No,8/31/20,8/31/20,10/9/23,,,,FALSE,FALSE,FALSE,TRUE,,,0,Cambridge,Yes,Yes,No,No,No,Yes,Cambridge & Republic,,,No,No,,No Need,Waltham Pest ,closed,8:30-5:30,8:30-5:30,8:30-5:30,8:30-5:30,8:30-3:30,closed
20165,"600 Technology Sq,  Cambridge, MA 02142",42.3631,-71.0931,POINT (-71.093062 42.363078),Complete,9/3/18,9/9/18,"BTNM Associates, LLC.",Al's Cafe,Non Alcohol,Yes,TRUE,No,1/16/22,11/21/18,1/11/22,,,,,,,,,,47,Landlord,No,Yes,No,No,none,No,Landlord,,,Yes,No,,A & K Waste,Ecoogic,closed,10:30 AM - 3:00 PM,10:30 AM - 3:00 PM,10:30 AM - 3:00 PM,10:30 AM - 3:00 PM ,10:30 AM - 3:00 PM,closed
55105,"10 Education Circle,  Cambridge, MA 02141",42.3694,-71.0691,POINT (-71.069089 42.369439),Complete,8/29/19,8/29/19,Hult International Business School,1965 Airstream,Non Alcohol,Yes,,No,10/2/23,8/1/20,10/21/20,,,,,,,TRUE,,,35,Save that Stuff,Yes,Yes,Yes,Yes,N/A,Yes,BP Trucking,,,Yes,No,,Baker Commodities,Best Pest,Closed,7am-5pm,7am-5pm,7am-5pm,7am-5pm,7am-5pm,Closed
16976,"222-B Broadway,  Cambridge, MA 02139",42.3664,-71.094,POINT (-71.093974 42.36644),Complete,6/24/19,6/25/19,Dreamer Land Corporation ,Masha Food Shop 222,Retail,,FALSE,No,7/27/18,7/28/18,2/25/21,,,,FALSE,TRUE,FALSE,TRUE,,900,,N/A,No,No,No,No,N/A,No,Republic Service,,,No,No,,N/A,N W Pest Control,8am-7pm,7am-9pm,7am-9pm,7am-9pm,7am-9pm,7am-9pm,8am-7pm
22777,"1688 Massachusetts Ave,  Cambridge, MA 02138",42.3827,-71.1198,POINT (-71.119811 42.382734),Complete,9/14/19,9/19/19,"Temple, Inc.",Temple Bar,Alcohol,,,No,11/28/22,10/8/21,7/28/20,No,No,N/A,TRUE,,,TRUE,Krueger Labs,,112,Republic Waste,Yes,Yes,No,Yes,N/A,Yes,Republic Waste,,TRUE,No,Yes,1,A&K Waste,F&W Pest Control,10am to 1am,5pm to 1am,5pm to 1am,5pm to 1am,5pm to 1am,5pm to 1am,10am to 1am
27042,"1281 Cambridge St,  Cambridge, MA 02139",42.3736,-71.0988,POINT (-71.098797 42.37357),Complete,11/19/18,11/19/18,"Hank, Inc.",Bukowski Tavern,Alcohol,Yes,,No,11/14/22,11/14/20,11/27/22,,,,,,,TRUE,,,99,Lifecycle Renewables/Casella ,Yes,Yes,No,Yes,No,Yes,Casella Waste Systems,,,No,No,,Lifecycle,Ultra Fast Pest Contol,10:00 a.m. - 1:00 a.m.,4:00 p.m. -1:00 a.m.,4:00 p.m. - 1:00 a.m.,4:00 p.m. - 1:00 a.m.,4:00 p.m. - 2:00 a.m.,11:30 a.m. -2:00 a.m.,10:00 a.m. - 2:00 a.m. 
50288,"1369 Cambridge St,  Cambridge, MA 02139",42.3738,-71.1004,POINT (-71.10039 42.37378),Complete,6/27/19,6/28/19,"1369, LLC",1369 Coffeehouse ,Non Alcohol,Yes,,No,6/7/23,6/18/21,1/4/21,,,,,,,TRUE,,,34,Save That Stuff,Yes,Yes,Yes,No,No,Yes,Save That Stuff,,,No,Yes,1,Drain Doctor,Orkin,8:00AM- 9:00PM,7:00AM- 9:00PM,7:00AM- 9:00PM,7:00AM- 9:00PM,7:00AM- 9:00PM,7:00AM- 10:00PM,8:00AM- 10:00PM
25053,"16 Eliot St,  Cambridge, MA 02138",42.372,-71.1215,POINT (-71.121523 42.372031),Complete,10/30/18,12/4/18,"Reins International Massachusetts, Inc.",Gyu-Kaku Restaurant,Alcohol,Yes,,No,7/6/20,8/25/19,4/7/22,,,,,,,,,,118,none,No,No,No,Yes,none,No,Waste Management,,,Yes,No,,Bakers Commodities,Ecosystem Pest Control,11:30am-9:30pm,11:30am-10:30pm,11:30am-10:30pm,11:30am-10:30pm,11:30am-10:30pm,11:30am-10:30pm,11:30am-10:30pm
28064,"85 Bishop Allen Dr,  Cambridge, MA 02139",42.3656,-71.1018,POINT (-71.101781 42.365627),Complete,11/29/18,12/3/18,St. Paul AME Food Pantry,St. Paul AME Food Pantry,Non Alcohol,Yes,,No,10/5/19,10/5/19,,,,,,,,TRUE,,,100,Save That Stuff,Yes,Yes,No,No,soda can,Yes,E. L. Harvey,,,Yes,No,,Snake it Away,Braman Termite & Pest Elimination,Closed,Closed,Closed,3:30 pm-5:30 pm,12:00 pm - 2:00 pm,Closed,Closed
44400,"1312 Massachusetts Ave,  Cambridge, MA 02138",42.3729,-71.1175,POINT (-71.11751 42.372894),Complete,4/10/19,4/18/19,"J.P. Licks at Harvard Square, Inc.","J.P. Licks at Harvard Square, Inc.",Non Alcohol,Yes,,No,4/29/20,11/25/19,2/19/23,Yes,Yes,Hood,,,TRUE,TRUE,Morrell,1200,20,Republic,No,Yes,No,No,N/A,No,Republic Services,,,No,Yes,1,N/A,Modern Pest,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
53643,"48 Banks St,  Cambridge, MA 02138",42.3694,-71.1144,POINT (-71.114374 42.369406),Complete,5/31/20,,Cambridge Preschool of the Arts,Cambridge Preschool of the Arts,Non Alcohol,,,No,8/27/21,8/27/21,1/27/25,,,,,,,TRUE,,,10,City of Cambridge,Yes,Yes,No,No,,Yes,,,,No,No,,,UltraSafe Pest management,closed,8:00-6:00,8:00-6:00,8:00-6:00,8:00-6:00,8:00-6:00,closed
45079,"816 Memorial Dr,  Cambridge, MA 02139",42.3614,-71.1156,POINT (-71.115568 42.361369),Complete,4/18/19,4/19/19,Memorial Drive Auto Service,Memorial Drive Mobil,Retail,Yes,,No,1/1/20,1/1/20,1/1/20,Yes,Yes,New England Ice Cream,FALSE,TRUE,,TRUE,New England Ice Cream,300,,City,Yes,Yes,No,No,WE ARE NOT A FOOD SERVICE,Yes,N/A,,,No,No,,N/A,Best Pest Control,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs,24 hrs
26276,"502 Massachusetts Ave,  Cambridge, MA 02139",42.3641,-71.1018,POINT (-71.101755 42.364062),Complete,11/14/19,12/12/19,Juicy Peach LLC,Viale,Alcohol,,,No,11/2/21,11/30/18,10/30/23,,,,,,,TRUE,,,84,City of Cambridge/Save that Stuff,Yes,Yes,No,Yes,none,Yes,Cassela,,,No,Yes,1,A & K Waste,Waltham Pest Control,10:30AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-10:00PM,10:00AM-11:00PM,10:00AM-11:00PM
45724,"163 Huron Ave,  Cambridge, MA 02138",42.3823,-71.1314,POINT (-71.131365 42.382327),Complete,4/25/19,5/3/19,Armando’s Pizza,Armando’s Pizza,Non Alcohol,Yes,FALSE,No,6/6/22,4/29/19,8/27/21,,,,FALSE,FALSE,FALSE,TRUE,,,20,Save That Stuff,No,Yes,No,Yes,Save That Stuff,No,Save That Stuff,,,No,No,,American By Products,Orkin,4-11pm,9am-11pm,9am-11pm,9am-11pm,9am-11pm,9am-11pm,9am-11pm
17862,"744 Massachusetts Ave,  Cambridge, MA 02139",42.3661,-71.1052,POINT (-71.105212 42.366104),Complete,7/23/18,7/23/18,abc pizza house,abc pizza house,Non Alcohol,Yes,,No,4/26/23,7/23/18,3/10/20,No,No,na,,,FALSE,,na,,18,coca cola- baker oil,Yes,No,No,Yes,-,No,casella companey,,,No,Yes,1,baker oil companey,terminix companey,12-Dec,12-Nov,12-Nov,12-Nov,12-Nov,3-Nov,3-Nov
32637,"26 New St,  Cambridge, MA 02138",42.388,-71.1406,POINT (-71.140575 42.387971),Complete,3/3/19,3/7/19,Infuse Catering Services,Infuse Catering Services,Non Alcohol,Yes,TRUE,No,4/17/23,3/3/19,2/23/22,,,,,,,,,,0,Building,Yes,Yes,No,Yes,n.a,Yes,building,,,Yes,No,,building,Building,closed,closed,closed,10 am- 6 pm,10am- 6pm,10 am-6 pm,10 am- 7 pm
16656,"736 Massachusetts Ave,  Cambridge, MA 02139",42.366,-71.1051,POINT (-71.105089 42.366023),Complete,6/20/18,6/21/18,Mass Chicken,Mass Chicken ,Non Alcohol,Yes,,No,4/4/21,6/22/18,3/10/20,,,,,,,,,,24,commadation,No,No,No,Yes,n/a,No,Casella,,,Yes,Yes,1,Casella,Casella,12pm 10pm,11:00Am - 11:00Am,11:00Am - 11:00Am,11:00Am - 11:00Am,11:00Am - 11:00Am,11:00Am -3.00Am,11:00Am -3.00Am
17197,"26 New St,  Cambridge, MA 02138",42.388,-71.1406,POINT (-71.140575 42.387971),Complete,6/3/19,7/22/19,Compliments Food,Compliments Food,Non Alcohol,,TRUE,No,1/11/23,11/03/1111,12/16/22,,,,,,,,,0,0,n/a,Yes,Yes,No,Yes,n/a,Yes,n/a,,,Yes,No,,n/a,n/a,9-5pm,Closed,9-5pm,9-5pm,time varies,9-5pm,time varies
49509,"806 Massachusetts Ave,  Cambridge, MA 02139",42.3668,-71.1062,POINT (-71.106221 42.366752),Complete,6/7/19,6/19/19,City of Cambridge,Cambridge Senior Center,Non Alcohol,Yes,FALSE,No,5/9/21,4/16/19,6/18/21,Yes,Yes,,FALSE,,,TRUE,,,40,DPW,Yes,Yes,Yes,Yes,N/A,Yes,DPW,,,Yes,No,,AK  Waste Removal,Bain Pest Control ,Closed,8:30-9:30AM & 11:30-12:30PM,8:30-9:30AM & 11:30-12:30PM,8:30-9:30AM & 11:30-12:30PM,8:30-9:30AM & 11:30-12:30PM,9:00am - 11:15am ,9:00-11:45am
16939,"222 Alewife Brook Pkwy,  Cambridge, MA 02138",42.3889,-71.1425,POINT (-71.142467 42.388852),Complete,6/4/19,6/26/19,starbucks corporation,Starbucks Coffee #8873,Non Alcohol,,,No,7/26/21,5/31/19,7/18/21,,,,,,,TRUE,,1620,20,jrm hauling,No,Yes,No,No,none,No,jrm hauling,,,Yes,No,,wind river,copesan,530am-8pm,430am-8pm,430am-8pm,430am-8pm,430am-8pm,430am-8pm,530am-830pm
